,REF,Review Date,Cocoa Percent,Ingredients,Rating
2299,801,2012,70.0,4,3.0
2300,805,2012,70.0,4,3.0
2301,829,2012,70.0,3,3.0
2302,971,2012,80.0,4,3.0
2303,817,2012,70.0,4,3.25
2304,825,2012,70.0,3,3.25
2305,833,2012,70.0,3,3.25
2306,971,2012,67.0,3,3.25
2307,805,2012,70.0,4,3.5
2308,971,2012,70.0,3,3.5
2309,1323,2014,77.0,2,3.25
2310,1323,2014,67.0,2,3.75
2311,1323,2014,73.0,2,3.75
2312,1478,2015,70.0,2,2.75
2313,1482,2015,70.0,2,3.25
2314,1554,2015,70.0,3,3.5
2315,1478,2015,70.0,2,3.75
2316,1478,2015,70.0,2,3.75
2317,1558,2015,70.0,3,3.75
2318,2374,2019,72.0,3,2.75
2319,2358,2019,77.0,3,3.0
2320,2370,2019,77.0,3,3.25
2321,1614,2015,70.0,3,3.0
2322,188,2007,91.0,2,2.0
2323,184,2007,75.0,4,2.5
2324,184,2007,84.0,4,3.0
2325,188,2007,75.0,3,3.0
2326,162,2007,65.0,3,3.5
2327,903,2012,65.0,4,3.25
2328,1684,2015,70.0,2,3.25
2329,2414,2019,70.0,2,3.5
2330,2182,2018,70.0,3,3.0
2331,2182,2018,70.0,3,3.25
2332,1836,2016,72.0,3,3.75
2333,2358,2019,71.0,2,2.75
2334,2510,2020,75.0,3,3.25
2335,1418,2014,81.0,2,3.25
2336,895,2012,70.0,,4.0
2337,789,2011,72.0,3,2.75
2338,789,2011,74.0,3,3.0
2339,927,2012,77.0,3,3.0
2340,2064,2018,70.0,3,2.75
2341,2060,2018,70.0,3,3.0
2342,2060,2018,70.0,3,3.5
2343,2270,2019,70.0,3,2.75
2344,2314,2019,70.0,2,3.5
2345,1239,2014,72.0,2,3.0
2346,907,2012,70.0,3,2.75
2347,821,2012,70.0,3,3.25
2348,2526,2020,70.0,2,3.25
2349,2526,2020,70.0,2,3.25
2350,2530,2020,70.0,2,3.75
2351,2664,2021,70.0,2,3.25
2352,2210,2018,73.0,3,3.0
2353,2218,2018,70.0,3,3.5
2354,2490,2020,70.0,2,2.75
2355,2490,2020,70.0,2,2.75
2356,2470,2020,70.0,2,3.0
2357,753,2011,72.0,,3.5
2358,753,2011,73.0,2,2.75
2359,1026,2013,75.0,2,2.5
2360,1022,2013,68.0,2,3.25
2361,1235,2014,75.0,2,3.5
2362,1700,2015,75.0,2,2.75
2363,1700,2015,75.0,2,3.5
2364,1996,2017,75.0,2,3.25
2365,1740,2016,60.0,3,3.0
2366,709,2011,63.0,,3.75
2367,2000,2017,75.0,2,2.75
2368,2004,2017,75.0,2,3.0
2369,2004,2017,75.0,2,3.25
2370,1438,2014,74.0,2,2.75
2371,1438,2014,70.0,2,3.0
2372,1752,2016,72.0,2,3.0
2373,1752,2016,72.0,2,3.25
2374,1327,2014,65.0,4,3.25
2375,1968,2017,70.0,3,3.75
2376,2210,2018,70.0,3,3.75
2377,2478,2020,74.0,3,3.5
2378,75,2006,64.0,5,2.5
2379,63,2006,66.0,5,3.0
2380,75,2006,64.0,5,3.0
2381,75,2006,64.0,5,3.5
2382,63,2006,70.0,5,3.75
2383,147,2007,85.0,5,1.5
2384,153,2007,85.0,5,2.5
2385,157,2007,71.0,5,2.75
2386,117,2007,72.0,5,3.0
2387,162,2007,64.0,5,3.25
2388,129,2007,65.0,5,3.75
2389,129,2007,64.0,5,4.0
2390,395,2009,68.0,5,3.5
2391,327,2009,64.0,5,3.75
2392,370,2009,66.0,5,3.75
2393,709,2011,56.0,5,3.25
2394,757,2011,64.0,5,4.0
2395,931,2012,69.0,5,4.0
2396,1145,2013,70.0,5,3.5
2397,1153,2013,64.0,5,3.5
2398,1510,2015,63.0,5,4.0
2399,1972,2017,60.0,3,3.25
2400,963,2012,72.0,,2.5
2401,963,2012,65.0,,2.75
2402,404,2009,72.0,3,2.75
2403,404,2009,76.0,4,2.75
2404,404,2009,80.0,4,2.75
2405,404,2009,70.0,,3.0
2406,404,2009,68.0,,3.0
2407,404,2009,64.0,,3.25
2408,1470,2015,70.0,2,3.25
2409,1470,2015,70.0,2,3.25
2410,2186,2018,70.0,2,2.75
2411,2186,2018,70.0,2,3.0
2412,2190,2018,70.0,2,3.25
2413,991,2012,70.0,3,3.25
2414,1117,2013,90.0,3,3.75
2415,1211,2014,90.0,3,3.25
2416,1211,2014,75.0,3,3.5
2417,1227,2014,75.0,3,3.5
2418,2578,2021,75.0,2,2.75
2419,2578,2021,75.0,2,3.0
2420,2578,2021,70.0,3,3.5
2421,2578,2021,75.0,2,3.5
2422,951,2012,70.0,4,3.5
2423,1205,2014,75.0,3,3.0
2424,153,2007,100.0,,2.0
2425,153,2007,90.0,,2.0
2426,153,2007,75.0,,3.0
2427,153,2007,65.0,3,3.0
2428,1458,2015,77.0,2,2.75
2429,1502,2015,77.0,2,2.75
2430,1458,2015,77.0,2,3.0
2431,1458,2015,77.0,2,3.0
2432,1458,2015,77.0,2,3.25
2433,1720,2016,70.0,5,2.5
2434,1720,2016,70.0,5,2.5
2435,1724,2016,70.0,5,3.0
2436,2178,2018,70.0,5,2.5
2437,2182,2018,70.0,5,2.5
2438,1756,2016,70.0,2,3.5
2439,1756,2016,70.0,2,3.5
2440,2012,2017,77.0,2,3.0
2441,2092,2018,68.0,3,3.0
2442,2096,2018,72.0,3,3.0
2443,2626,2021,74.0,3,3.5
2444,2626,2021,72.0,3,3.5
2445,2622,2021,74.0,2,3.75
2446,2622,2021,72.0,3,3.75
2447,733,2011,72.0,,2.5
2448,1169,2013,75.0,3,2.5
2449,1169,2013,89.0,3,2.75
2450,1173,2013,75.0,3,2.75
2451,1169,2013,75.0,3,3.25
2452,457,2009,70.0,3,3.0
2453,457,2009,72.0,3,3.25
2454,593,2010,71.0,3,3.0
2455,593,2010,72.0,3,3.5
2456,593,2010,69.0,3,3.75
2457,1109,2013,100.0,,2.25
2458,1227,2014,88.0,3,3.0
2459,1848,2016,70.0,3,4.0
2460,1912,2016,74.0,3,3.0
2461,1912,2016,76.0,3,3.5
2462,1916,2016,75.0,3,3.75
2463,2406,2019,68.0,3,3.25
2464,2346,2019,70.0,3,3.5
2465,2652,2021,70.0,3,3.5
2466,769,2011,70.0,2,3.5
2467,741,2011,70.0,2,4.0
2468,825,2012,70.0,2,2.5
2469,825,2012,70.0,2,3.0
2470,951,2012,70.0,3,3.25
2471,1042,2013,70.0,2,3.25
2472,1042,2013,70.0,2,3.5
2473,1243,2014,70.0,2,3.0
2474,2656,2021,70.0,2,3.0
2475,1057,2013,66.0,5,3.0
2476,2374,2019,65.0,4,2.75
2477,2378,2019,75.0,4,3.0
2478,2374,2019,70.0,4,3.25
2479,2522,2020,73.0,2,3.25
2480,2518,2020,70.0,2,3.5
2481,2522,2020,72.0,2,3.5
2482,1948,2017,70.0,2,2.5
2483,1948,2017,70.0,2,2.75
2484,2618,2021,70.0,3,3.25
2485,2618,2021,70.0,3,3.5
2486,2618,2021,70.0,3,3.5
2487,2700,2021,70.0,3,3.0
2488,1574,2015,70.0,3,3.0
2489,1582,2015,60.0,3,3.0
2490,1578,2015,70.0,3,3.25
2491,1578,2015,70.0,3,3.25
2492,1578,2015,70.0,3,3.25
2493,1578,2015,70.0,3,3.5
2494,1824,2016,70.0,3,2.75
2495,1824,2016,85.0,3,2.75
2496,1824,2016,85.0,3,3.0
2497,1820,2016,70.0,3,3.5
2498,1824,2016,70.0,3,3.5
2499,1880,2016,78.0,2,3.5
2500,697,2011,68.0,4,3.5
2501,701,2011,66.0,4,3.5
2502,701,2011,72.0,4,3.75
2503,1780,2016,65.0,5,3.25
2504,1716,2016,78.0,4,3.75
2505,2044,2018,72.0,3,3.0
2506,2230,2018,68.0,3,3.0
2507,2064,2018,75.0,3,3.25
2508,2048,2018,70.0,3,3.75
2509,486,2010,65.0,4,3.0
2510,749,2011,65.0,4,3.0
2511,781,2011,62.0,4,3.25
2512,749,2011,65.0,4,3.5
2513,647,2011,70.0,4,3.75
2514,875,2012,70.0,4,3.0
2515,879,2012,75.0,4,3.0
2516,879,2012,75.0,4,3.0
2517,879,2012,90.0,4,3.25
2518,883,2012,68.0,4,3.25
2519,801,2012,72.0,4,3.5
2520,801,2012,65.0,4,3.5
2521,875,2012,70.0,4,3.5
2522,883,2012,58.0,4,3.5
2523,875,2012,62.0,4,3.75
2524,879,2012,70.0,4,3.75
2525,1205,2014,80.0,4,2.75
2526,1996,2017,75.0,3,3.75
2527,2036,2018,75.0,3,3.0
2528,2170,2018,70.0,3,3.25
2529,2170,2018,72.0,3,3.5
